suburb_state,postcode,suburb,state
"DYRAABA, NSW",2470,DYRAABA,NSW
"LOWER DYRAABA, NSW",2470,LOWER DYRAABA,NSW
"DYRRING, NSW",2330,DYRRING,NSW
"DYSART, QLD",4745,DYSART,QLD
"DYSART, TAS",7030,DYSART,TAS
"EAGLE BAY, WA",6281,EAGLE BAY,WA
"EAGLE FARM, QLD",4009,EAGLE FARM,QLD
"EAGLE FARM BC, QLD",4009,EAGLE FARM BC,QLD
"EAGLE HEIGHTS, QLD",4271,EAGLE HEIGHTS,QLD
"EAGLE POINT, VIC",3878,EAGLE POINT,VIC
"EAGLE VALE, NSW",2558,EAGLE VALE,NSW
"EAGLEBY, QLD",4207,EAGLEBY,QLD
"EAGLEFIELD, QLD",4742,EAGLEFIELD,QLD
"EAGLEHAWK, VIC",3556,EAGLEHAWK,VIC
"EAGLEHAWK NECK, TAS",7179,EAGLEHAWK NECK,TAS
"EAGLEHAWK NORTH, VIC",3556,EAGLEHAWK NORTH,VIC
"EAGLEMONT, VIC",3084,EAGLEMONT,VIC
"EAGLETON, NSW",2324,EAGLETON,NSW
"EARLSTON, VIC",3669,EARLSTON,VIC
"EARLVILLE, QLD",4870,EARLVILLE,QLD
"EARLWOOD, NSW",2206,EARLWOOD,NSW
"EAST ARM, NT",0822,EAST ARM,NT
"EAST ARNHEM, NT",0822,EAST ARNHEM,NT
"EAST CAM, TAS",7321,EAST CAM,TAS
"EAST CREEK, QLD",4871,EAST CREEK,QLD
"EAST DAMBORING, WA",6606,EAST DAMBORING,WA
"EAST END, QLD",4695,EAST END,QLD
"EAST FELUGA, QLD",4854,EAST FELUGA,QLD
"EAST FREMANTLE, WA",6158,EAST FREMANTLE,WA
"EAST GEELONG, VIC",3219,EAST GEELONG,VIC
"EAST GOSFORD, NSW",2250,EAST GOSFORD,NSW
"EAST GREENMOUNT, QLD",4359,EAST GREENMOUNT,QLD
"EAST GRESFORD, NSW",2311,EAST GRESFORD,NSW
"EAST HALDON, QLD",4343,EAST HALDON,QLD
"EAST HILLS, NSW",2213,EAST HILLS,NSW
"EAST INNISFAIL, QLD",4860,EAST INNISFAIL,QLD
"EAST IPSWICH, QLD",4305,EAST IPSWICH,QLD
"EAST JINDABYNE, NSW",2627,EAST JINDABYNE,NSW
"EAST KANGALOON, NSW",2576,EAST KANGALOON,NSW
"EAST KEMPSEY, NSW",2440,EAST KEMPSEY,NSW
"EAST KILLARA, NSW",2071,EAST KILLARA,NSW
"EAST KURRAJONG, NSW",2758,EAST KURRAJONG,NSW
"EAST LAUNCESTON, TAS",7250,EAST LAUNCESTON,TAS
"EAST LINDFIELD, NSW",2070,EAST LINDFIELD,NSW
"EAST LISMORE, NSW",2480,EAST LISMORE,NSW
"EAST LYNNE, NSW",2536,EAST LYNNE,NSW
"EAST LYONS RIVER, WA",6705,EAST LYONS RIVER,WA
"EAST MACKAY, QLD",4740,EAST MACKAY,QLD
"EAST MAITLAND, NSW",2323,EAST MAITLAND,NSW
"EAST MELBOURNE, VIC",3002,EAST MELBOURNE,VIC
"EAST MELBOURNE, VIC",8002,EAST MELBOURNE,VIC
"EAST MOONTA, SA",5558,EAST MOONTA,SA
"EAST MUNGLINUP, WA",6450,EAST MUNGLINUP,WA
"EAST MURCHISON, WA",6640,EAST MURCHISON,WA
"MURCHISON EAST, VIC",3610,MURCHISON EAST,VIC
"EAST NABAWA, WA",6532,EAST NABAWA,WA
"EAST NANANGO, QLD",4615,EAST NANANGO,QLD
"SOUTH EAST NANANGO, QLD",4615,SOUTH EAST NANANGO,QLD
"EAST NANNUP, WA",6275,EAST NANNUP,WA
"EAST NEWDEGATE, WA",6355,EAST NEWDEGATE,WA
"EAST PALMERSTON, QLD",4860,EAST PALMERSTON,QLD
"EAST PERTH, WA",6004,EAST PERTH,WA
"EAST PERTH, WA",6892,EAST PERTH,WA
"EAST PINGELLY, WA",6308,EAST PINGELLY,WA
"EAST POINT, NT",0820,EAST POINT,NT
"EAST POPANYINNING, WA",6309,EAST POPANYINNING,WA
"EAST RIDGLEY, TAS",7321,EAST RIDGLEY,TAS
"EAST ROCKINGHAM, WA",6168,EAST ROCKINGHAM,WA
"EAST RUSSELL, QLD",4861,EAST RUSSELL,QLD
"EAST RYDE, NSW",2113,EAST RYDE,NSW
"EAST SALE, VIC",3852,EAST SALE,VIC
"SALE EAST RAAF, VIC",3852,SALE EAST RAAF,VIC
"EAST SEAHAM, NSW",2324,EAST SEAHAM,NSW
"EAST SIDE, NT",0870,EAST SIDE,NT
"EAST TAMWORTH, NSW",2340,EAST TAMWORTH,NSW
"EAST TOOWOOMBA, QLD",4350,EAST TOOWOOMBA,QLD
"TOOWOOMBA EAST, QLD",4350,TOOWOOMBA EAST,QLD
"EAST TRINITY, QLD",4871,EAST TRINITY,QLD
"EAST VICTORIA PARK, WA",6101,EAST VICTORIA PARK,WA
"EAST VICTORIA PARK, WA",6981,EAST VICTORIA PARK,WA
"EAST WAGGA WAGGA, NSW",2650,EAST WAGGA WAGGA,NSW
"EAST WANGARATTA, VIC",3678,EAST WANGARATTA,VIC
"EAST WARBURTON, VIC",3799,EAST WARBURTON,VIC
"EAST WARDELL, NSW",2477,EAST WARDELL,NSW
"EAST WICKEPIN, WA",6370,EAST WICKEPIN,WA
"EAST YUNA, WA",6532,EAST YUNA,WA
"EASTBROOK, WA",6260,EASTBROOK,WA
"EASTERN CREEK, NSW",2766,EASTERN CREEK,NSW
"EASTERN HEIGHTS, QLD",4305,EASTERN HEIGHTS,QLD
"EASTERN SUBURBS MC, NSW",2004,EASTERN SUBURBS MC,NSW
"EASTERN VIEW, VIC",3231,EASTERN VIEW,VIC
"EASTGARDENS, NSW",2036,EASTGARDENS,NSW
"EASTLAKES, NSW",2018,EASTLAKES,NSW
"EASTVILLE, VIC",3463,EASTVILLE,VIC
"EASTWOOD, NSW",2122,EASTWOOD,NSW
"EASTWOOD, VIC",3875,EASTWOOD,VIC
"EASTWOOD, SA",5063,EASTWOOD,SA
"EATON, NT",0820,EATON,NT
"EATON, QLD",4860,EATON,QLD
"EATON, WA",6232,EATON,WA
"EATONS HILL, QLD",4037,EATONS HILL,QLD
"EATONSVILLE, NSW",2460,EATONSVILLE,NSW
"EBA, SA",5320,EBA,SA
"EBA ANCHORAGE, SA",5680,EBA ANCHORAGE,SA
"MOUNT EBA, SA",5720,MOUNT EBA,SA
"EBBW VALE, QLD",4304,EBBW VALE,QLD
"EBDEN, VIC",3691,EBDEN,VIC
"EBENEZER, NSW",2756,EBENEZER,NSW
"EBENEZER, QLD",4340,EBENEZER,QLD
"EBENEZER, SA",5355,EBENEZER,SA
"EBOR, NSW",2453,EBOR,NSW
"ECCLESTON, NSW",2311,ECCLESTON,NSW
"ECHUCA, VIC",3564,ECHUCA,VIC
"ECHUCA SOUTH, VIC",3564,ECHUCA SOUTH,VIC
"ECHUCA VILLAGE, VIC",3564,ECHUCA VILLAGE,VIC
"ECHUCA WEST, VIC",3564,ECHUCA WEST,VIC
"ECHUNGA, SA",5153,ECHUNGA,SA
"ECKLIN SOUTH, VIC",3265,ECKLIN SOUTH,VIC
"EDDERTON, NSW",2333,EDDERTON,NSW
"EDDINGTON, VIC",3472,EDDINGTON,VIC
"EDDYSTONE, TAS",7264,EDDYSTONE,TAS
"EDEN, NSW",2551,EDEN,NSW
"EDEN CREEK, NSW",2474,EDEN CREEK,NSW
"EDEN HILL, WA",6054,EDEN HILL,WA
"EDEN HILLS, SA",5050,EDEN HILLS,SA
"EDEN PARK, VIC",3757,EDEN PARK,VIC
"EDEN VALLEY, SA",5235,EDEN VALLEY,SA
"EDENHOPE, VIC",3318,EDENHOPE,VIC
"EDENS LANDING, QLD",4207,EDENS LANDING,QLD
"EDENSOR PARK, NSW",2176,EDENSOR PARK,NSW
"EDENVILLE, NSW",2474,EDENVILLE,NSW
"GLEN EDEN, QLD",4680,GLEN EDEN,QLD
"UPPER EDEN CREEK, NSW",2474,UPPER EDEN CREEK,NSW
"EDGCUMBE BEACH, TAS",7321,EDGCUMBE BEACH,TAS
"EDGE HILL, QLD",4870,EDGE HILL,QLD
"EDGECLIFF, NSW",2027,EDGECLIFF,NSW
"EDGECOMBE, VIC",3444,EDGECOMBE,VIC
"EDGEROI, NSW",2390,EDGEROI,NSW
"EDGEWATER, WA",6027,EDGEWATER,WA
"EDGEWORTH, NSW",2285,EDGEWORTH,NSW
"EDI, VIC",3678,EDI,VIC
"EDI UPPER, VIC",3678,EDI UPPER,VIC
"EDIACARA, SA",5730,EDIACARA,SA
"EDILLILIE, SA",5630,EDILLILIE,SA
"EDINBURGH, SA",5111,EDINBURGH,SA
"EDINBURGH NORTH, SA",5113,EDINBURGH NORTH,SA
"EDINBURGH RAAF, SA",5111,EDINBURGH RAAF,SA
"EDITH, NT",0852,EDITH,NT
"EDITH, NSW",2787,EDITH,NSW
"EDITH CREEK, TAS",7330,EDITH CREEK,TAS
"EDITHBURGH, SA",5583,EDITHBURGH,SA
"EDITHVALE, VIC",3196,EDITHVALE,VIC
"EDMONDSON PARK, NSW",2174,EDMONDSON PARK,NSW
"EDMONTON, QLD",4869,EDMONTON,QLD
"EDROM, NSW",2551,EDROM,NSW
"EDWARD RIVER, QLD",4892,EDWARD RIVER,QLD
"EDWARDSTOWN, SA",5039,EDWARDSTOWN,SA
"EENAWEENA, NSW",2824,EENAWEENA,NSW
"EERWAH VALE, QLD",4562,EERWAH VALE,QLD
"EGANSTOWN, VIC",3461,EGANSTOWN,VIC
"EGANU, WA",6515,EGANU,WA
"EGG LAGOON, TAS",7256,EGG LAGOON,TAS
"EGGS AND BACON BAY, TAS",7112,EGGS AND BACON BAY,TAS
"EGLINTON, NSW",2795,EGLINTON,NSW
"EGLINTON, WA",6034,EGLINTON,WA
"EGYPT, QLD",4344,EGYPT,QLD
"EIDSVOLD, QLD",4627,EIDSVOLD,QLD
"EIDSVOLD EAST, QLD",4627,EIDSVOLD EAST,QLD
"EIDSVOLD WEST, QLD",4627,EIDSVOLD WEST,QLD
"EIGHT MILE CREEK, QLD",4807,EIGHT MILE CREEK,QLD
"EIGHT MILE CREEK, SA",5291,EIGHT MILE CREEK,SA
"EIGHT MILE PLAINS, QLD",4113,EIGHT MILE PLAINS,QLD
"EIGHTEEN MILE, NSW",2460,EIGHTEEN MILE,NSW
"EIGHTY MILE BEACH, WA",6725,EIGHTY MILE BEACH,WA
"EILDON, VIC",3713,EILDON,VIC
"LAKE EILDON, VIC",3713,LAKE EILDON,VIC
"EIMEO, QLD",4740,EIMEO,QLD
"EINASLEIGH, QLD",4871,EINASLEIGH,QLD
"EL ARISH, QLD",4855,EL ARISH,QLD
"ELABBIN, WA",6490,ELABBIN,WA
"ELACHBUTTING, WA",6479,ELACHBUTTING,WA
"ELAINE, VIC",3334,ELAINE,VIC
"ELAMAN CREEK, QLD",4552,ELAMAN CREEK,QLD
"ELANDS, NSW",2429,ELANDS,NSW
"ELANORA, QLD",4221,ELANORA,QLD
"ELANORA HEIGHTS, NSW",2101,ELANORA HEIGHTS,NSW
"ELBOW VALLEY, QLD",4370,ELBOW VALLEY,QLD
"ELCOMBE, NSW",2404,ELCOMBE,NSW
"ELDERSLIE, NSW",2335,ELDERSLIE,NSW
"ELDERSLIE, NSW",2570,ELDERSLIE,NSW
"ELDERSLIE, TAS",7030,ELDERSLIE,TAS
"ELDORADO, VIC",3746,ELDORADO,VIC
"ELECTRA, QLD",4670,ELECTRA,QLD
"ELECTRONA, TAS",7054,ELECTRONA,TAS
"ELEEBANA, NSW",2282,ELEEBANA,NSW
"ELERMORE VALE, NSW",2287,ELERMORE VALE,NSW
"ELEVATED PLAINS, VIC",3461,ELEVATED PLAINS,VIC
"ELGIN, QLD",4721,ELGIN,QLD
"ELGIN, WA",6237,ELGIN,WA
"ELGIN VALE, QLD",4615,ELGIN VALE,QLD
"GLEN ELGIN, NSW",2370,GLEN ELGIN,NSW
"ELI WATERS, QLD",4655,ELI WATERS,QLD
"ELIMBAH, QLD",4516,ELIMBAH,QLD
"ELINGAMITE, VIC",3266,ELINGAMITE,VIC
"ELINGAMITE NORTH, VIC",3266,ELINGAMITE NORTH,VIC
"ELIZABETH, SA",5112,ELIZABETH,SA
"ELIZABETH BAY, NSW",2011,ELIZABETH BAY,NSW
"ELIZABETH BEACH, NSW",2428,ELIZABETH BEACH,NSW
"ELIZABETH DOWNS, SA",5113,ELIZABETH DOWNS,SA
"ELIZABETH EAST, SA",5112,ELIZABETH EAST,SA
"ELIZABETH GROVE, SA",5112,ELIZABETH GROVE,SA
"ELIZABETH HILLS, NSW",2171,ELIZABETH HILLS,NSW
"ELIZABETH ISLAND, VIC",3921,ELIZABETH ISLAND,VIC
"ELIZABETH NORTH, SA",5113,ELIZABETH NORTH,SA
"ELIZABETH PARK, SA",5113,ELIZABETH PARK,SA
"ELIZABETH SOUTH, SA",5112,ELIZABETH SOUTH,SA
"ELIZABETH TOWN, TAS",7304,ELIZABETH TOWN,TAS
"ELIZABETH VALE, SA",5112,ELIZABETH VALE,SA
"ELLALONG, NSW",2325,ELLALONG,NSW
"ELLAND, NSW",2460,ELLAND,NSW
"ELLANGOWAN, NSW",2470,ELLANGOWAN,NSW
"ELLANGOWAN, QLD",4361,ELLANGOWAN,QLD
"ELLASWOOD, VIC",3875,ELLASWOOD,VIC
"ELLEKER, WA",6330,ELLEKER,WA
"ELLEN GROVE, QLD",4078,ELLEN GROVE,QLD
"ELLENBOROUGH, NSW",2446,ELLENBOROUGH,NSW
"ELLENBROOK, WA",6069,ELLENBROOK,WA
"ELLENDALE, WA",6532,ELLENDALE,WA
"ELLENDALE, TAS",7140,ELLENDALE,TAS
"ELLERBECK, QLD",4816,ELLERBECK,QLD
"ELLERSLIE, NSW",2648,ELLERSLIE,NSW
"ELLERSLIE, NSW",2729,ELLERSLIE,NSW
"ELLERSLIE, VIC",3265,ELLERSLIE,VIC
"ELLERSTON, NSW",2337,ELLERSTON,NSW
"ELLESMERE, QLD",4610,ELLESMERE,QLD
"ELLIMINYT, VIC",3250,ELLIMINYT,VIC
"ELLINBANK, VIC",3821,ELLINBANK,VIC
"ELLINJAA, QLD",4886,ELLINJAA,QLD
"ELLINTHORP, QLD",4362,ELLINTHORP,QLD
"ELLIOTT, NT",0862,ELLIOTT,NT
"ELLIOTT, QLD",4670,ELLIOTT,QLD
"ELLIOTT, TAS",7325,ELLIOTT,TAS
"ELLIOTT HEADS, QLD",4670,ELLIOTT HEADS,QLD
"ELLIS BEACH, QLD",4879,ELLIS BEACH,QLD
"ELLIS LANE, NSW",2570,ELLIS LANE,NSW
"ELLISTON, SA",5670,ELLISTON,SA
"ELMHURST, VIC",3469,ELMHURST,VIC
"ELMORE, VIC",3558,ELMORE,VIC
"ELONG ELONG, NSW",2831,ELONG ELONG,NSW
"ELPHINSTONE, VIC",3448,ELPHINSTONE,VIC
"ELPHINSTONE, QLD",4361,ELPHINSTONE,QLD
"ELPHINSTONE, QLD",4742,ELPHINSTONE,QLD
"MOUNT ELPHINSTONE, WA",6330,MOUNT ELPHINSTONE,WA
"ELRINGTON, NSW",2325,ELRINGTON,NSW
"ELRUNDIE, NT",0822,ELRUNDIE,NT
"ELSEY, NT",0852,ELSEY,NT
"ELSMORE, NSW",2360,ELSMORE,NSW
"ELSTERNWICK, VIC",3185,ELSTERNWICK,VIC
"ELTHAM, NSW",2480,ELTHAM,NSW
"ELTHAM, VIC",3095,ELTHAM,VIC
"ELTHAM NORTH, VIC",3095,ELTHAM NORTH,VIC
"ELVINA BAY, NSW",2105,ELVINA BAY,NSW
"ELWOMPLE, SA",5260,ELWOMPLE,SA
"ELWOOD, VIC",3184,ELWOOD,VIC
"EMBLETON, WA",6062,EMBLETON,WA
"EMERALD, VIC",3782,EMERALD,VIC
"EMERALD, QLD",4720,EMERALD,QLD
"EMERALD BEACH, NSW",2456,EMERALD BEACH,NSW
"EMERALD HILL, NSW",2380,EMERALD HILL,NSW
"EMEROO, SA",5713,EMEROO,SA
"EMERTON, NSW",2770,EMERTON,NSW
"EMITA, TAS",7255,EMITA,TAS
"EMMAVILLE, NSW",2371,EMMAVILLE,NSW
"EMPIRE BAY, NSW",2257,EMPIRE BAY,NSW
"EMPIRE VALE, NSW",2478,EMPIRE VALE,NSW
"EMU, VIC",3475,EMU,VIC
"EMU BAY, SA",5223,EMU BAY,SA
"EMU CREEK, VIC",3551,EMU CREEK,VIC
"EMU CREEK, QLD",4355,EMU CREEK,QLD
"EMU DOWNS, SA",5381,EMU DOWNS,SA
"EMU FLAT, SA",5453,EMU FLAT,SA
"EMU FLAT, WA",6431,EMU FLAT,WA
"EMU HEIGHTS, NSW",2750,EMU HEIGHTS,NSW
"EMU HEIGHTS, TAS",7320,EMU HEIGHTS,TAS
"EMU PARK, QLD",4710,EMU PARK,QLD
"EMU PLAINS, NSW",2750,EMU PLAINS,NSW
"EMU POINT, WA",6330,EMU POINT,WA
"EMU SWAMP, NSW",2800,EMU SWAMP,NSW
"EMU VALE, QLD",4371,EMU VALE,QLD
"EMUNGALAN, NT",0850,EMUNGALAN,NT
"MOUNT EMU, VIC",3351,MOUNT EMU,VIC
"ENCOUNTER BAY, SA",5211,ENCOUNTER BAY,SA
"ENDEAVOUR HILLS, VIC",3802,ENDEAVOUR HILLS,VIC
"ENDRICK, NSW",2622,ENDRICK,NSW
"ENEABBA, WA",6518,ENEABBA,WA
"ENFIELD, NSW",2136,ENFIELD,NSW
"ENFIELD, VIC",3352,ENFIELD,VIC
"ENFIELD, SA",5085,ENFIELD,SA
"ENFIELD PLAZA, SA",5085,ENFIELD PLAZA,SA
"ENFIELD SOUTH, NSW",2133,ENFIELD SOUTH,NSW
"ENGADINE, NSW",2233,ENGADINE,NSW
"ENGAWALA, NT",0872,ENGAWALA,NT
"ENGLAND CREEK, QLD",4306,ENGLAND CREEK,QLD
"ENGLEFIELD, VIC",3407,ENGLEFIELD,VIC
"ENGLORIE PARK, NSW",2560,ENGLORIE PARK,NSW
"ENMORE, NSW",2042,ENMORE,NSW
"ENMORE, NSW",2350,ENMORE,NSW
"ENNGONIA, NSW",2840,ENNGONIA,NSW
"ENNUIN, WA",6484,ENNUIN,WA
"ENOCHS POINT, VIC",3723,ENOCHS POINT,VIC
"ENOGGERA, QLD",4051,ENOGGERA,QLD
"ENOGGERA RESERVOIR, QLD",4520,ENOGGERA RESERVOIR,QLD
"ENSAY, VIC",3895,ENSAY,VIC
"ENSAY NORTH, VIC",3895,ENSAY NORTH,VIC
"ENVIRONA, NSW",2620,ENVIRONA,NSW
"EPPALOCK, VIC",3551,EPPALOCK,VIC
"LAKE EPPALOCK, VIC",3551,LAKE EPPALOCK,VIC
"EPPING, NSW",1710,EPPING,NSW
"EPPING, NSW",2121,EPPING,NSW
"EPPING, VIC",3076,EPPING,VIC
"EPPING FOREST, TAS",7211,EPPING FOREST,TAS
"NORTH EPPING, NSW",2121,NORTH EPPING,NSW
"EPSOM, VIC",3551,EPSOM,VIC
"EPSOM, QLD",4741,EPSOM,QLD
"ERADU, WA",6532,ERADU,WA
"ERADU SOUTH, WA",6532,ERADU SOUTH,WA
"NORTH ERADU, WA",6532,NORTH ERADU,WA
"ERAKALA, QLD",4740,ERAKALA,QLD
"ERARING, NSW",2264,ERARING,NSW
"ERCILDOUNE, VIC",3352,ERCILDOUNE,VIC
"EREMERANG, NSW",2877,EREMERANG,NSW
"ERICA, VIC",3825,ERICA,VIC
"ERIGOLIA, NSW",2669,ERIGOLIA,NSW
"ERIN VALE, NSW",2663,ERIN VALE,NSW
"ERINA, NSW",2250,ERINA,NSW
"ERINA FAIR, NSW",2250,ERINA FAIR,NSW
"ERINA HEIGHTS, NSW",2260,ERINA HEIGHTS,NSW
"ERINDALE, SA",5066,ERINDALE,SA
"ERINDALE CENTRE, ACT",2903,ERINDALE CENTRE,ACT
"ERINGA, SA",5734,ERINGA,SA
"ERITH, SA",5461,ERITH,SA
"ERMINGTON, NSW",1700,ERMINGTON,NSW
"ERMINGTON, NSW",2115,ERMINGTON,NSW
"ERNESTINA, QLD",4730,ERNESTINA,QLD
"EROMANGA, QLD",4480,EROMANGA,QLD
"EROWAL BAY, NSW",2540,EROWAL BAY,NSW
"OLD EROWAL BAY, NSW",2540,OLD EROWAL BAY,NSW
"ERRIBA, TAS",7310,ERRIBA,TAS
"ERRINUNDRA, VIC",3889,ERRINUNDRA,VIC
"ERROWANBANG, NSW",2791,ERROWANBANG,NSW
"ERSKINE, SA",5422,ERSKINE,SA
"ERSKINE, WA",6210,ERSKINE,WA
"ERSKINE PARK, NSW",2759,ERSKINE PARK,NSW
"ERSKINEVILLE, NSW",2043,ERSKINEVILLE,NSW
"ERUB ISLAND, QLD",4875,ERUB ISLAND,QLD
"ERUDGERE, NSW",2850,ERUDGERE,NSW
"ERUDINA, SA",5440,ERUDINA,SA
"ESCHOL PARK, NSW",2558,ESCHOL PARK,NSW
"ESK, NSW",2472,ESK,NSW
"ESK, QLD",4312,ESK,QLD
"ESKDALE, VIC",3701,ESKDALE,VIC
"ESKDALE, QLD",4312,ESKDALE,QLD
"GLEN ESK, QLD",4312,GLEN ESK,QLD
"UPPER ESK, TAS",7214,UPPER ESK,TAS
"ESMERALDA, QLD",4871,ESMERALDA,QLD
"ESMOND, VIC",3730,ESMOND,VIC
"ESPERANCE, WA",6450,ESPERANCE,WA
"ESSENDON, VIC",3040,ESSENDON,VIC
"ESSENDON FIELDS, VIC",3041,ESSENDON FIELDS,VIC
"ESSENDON NORTH, VIC",3041,ESSENDON NORTH,VIC
"ESSENDON WEST, VIC",3040,ESSENDON WEST,VIC
"ESSINGTON, NSW",2787,ESSINGTON,NSW
"ESTELLA, NSW",2650,ESTELLA,NSW
"ETADUNNA, SA",5733,ETADUNNA,SA
"ETHELTON, SA",5015,ETHELTON,SA
"ETMILYN, WA",6213,ETMILYN,WA
"ETNA CREEK, QLD",4702,ETNA CREEK,QLD
"ETON, QLD",4741,ETON,QLD
"NORTH ETON, QLD",4741,NORTH ETON,QLD
"ETTALONG BEACH, NSW",2257,ETTALONG BEACH,NSW
"ETTAMOGAH, NSW",2640,ETTAMOGAH,NSW
"ETTREMA, NSW",2540,ETTREMA,NSW
"ETTRICK, NSW",2474,ETTRICK,NSW
"ETTRICK, SA",5253,ETTRICK,SA
"ETTY BAY, QLD",4858,ETTY BAY,QLD
"EUABALONG, NSW",2877,EUABALONG,NSW
"EUABALONG WEST, NSW",2877,EUABALONG WEST,NSW
"EUBENANGEE, QLD",4860,EUBENANGEE,QLD
"EUBERTA, NSW",2650,EUBERTA,NSW
"EUCHAREENA, NSW",2866,EUCHAREENA,NSW
"EUCLA, WA",6443,EUCLA,WA
"EUCUMBENE, NSW",2628,EUCUMBENE,NSW
"EUDLO, QLD",4554,EUDLO,QLD
"EUDUNDA, SA",5374,EUDUNDA,SA
"EUGENANA, TAS",7310,EUGENANA,TAS
"EUGOWRA, NSW",2806,EUGOWRA,NSW
"EUKEY, QLD",4380,EUKEY,QLD
"EULAH CREEK, NSW",2390,EULAH CREEK,NSW
"EULEILAH, QLD",4674,EULEILAH,QLD
"EULO, QLD",4491,EULO,QLD
"EUMAMURRIN, QLD",4455,EUMAMURRIN,QLD
"EUMEMMERRING, VIC",3177,EUMEMMERRING,VIC
"EUMUNDI, QLD",4562,EUMUNDI,QLD
"EUMUNGERIE, NSW",2822,EUMUNGERIE,NSW
"EUNANOREENYA, NSW",2650,EUNANOREENYA,NSW
"EUNGAI CREEK, NSW",2441,EUNGAI CREEK,NSW
"EUNGAI RAIL, NSW",2441,EUNGAI RAIL,NSW
"EUNGELLA, NSW",2484,EUNGELLA,NSW
"EUNGELLA, QLD",4757,EUNGELLA,QLD
"EUNGELLA DAM, QLD",4757,EUNGELLA DAM,QLD
"EUNGELLA HINTERLAND, QLD",4741,EUNGELLA HINTERLAND,QLD
"EURACK, VIC",3251,EURACK,VIC
"EURAMO, QLD",4854,EURAMO,QLD
"EURARDY, WA",6532,EURARDY,WA
"EUREKA, NSW",2480,EUREKA,NSW
"EUREKA, VIC",3350,EUREKA,VIC
"EUREKA, QLD",4660,EUREKA,QLD
"EURELIA, SA",5431,EURELIA,SA
"EURELLA, QLD",4462,EURELLA,QLD
"EURIMBLA, NSW",2867,EURIMBLA,NSW
"EURIMBULA, QLD",4677,EURIMBULA,QLD
"EUROA, VIC",3666,EUROA,VIC
"EUROBIN, VIC",3739,EUROBIN,VIC
"EUROBODALLA, NSW",2545,EUROBODALLA,NSW
"EUROKA, NSW",2440,EUROKA,NSW
"EUROLEY, NSW",2700,EUROLEY,NSW
"EUROMBAH, QLD",4420,EUROMBAH,QLD
"EUROMINA, SA",5454,EUROMINA,SA
"EURONG, QLD",4581,EURONG,QLD
"EURONGILLY, NSW",2663,EURONGILLY,NSW
"EURUNDEREE, NSW",2850,EURUNDEREE,NSW
"EUSTON, NSW",2737,EUSTON,NSW
"EUTHULLA, QLD",4455,EUTHULLA,QLD
"EVA VALLEY, NT",0822,EVA VALLEY,NT
"EVANDALE, SA",5069,EVANDALE,SA
"EVANDALE, TAS",7212,EVANDALE,TAS
"EVANS HEAD, NSW",2473,EVANS HEAD,NSW
"SOUTH EVANS HEAD, NSW",2473,SOUTH EVANS HEAD,NSW
"EVANS LANDING, QLD",4874,EVANS LANDING,QLD
"EVANS PLAINS, NSW",2795,EVANS PLAINS,NSW
"EVANSFORD, VIC",3371,EVANSFORD,VIC
"EVANSLEA, QLD",4356,EVANSLEA,QLD
"EVANSTON, SA",5116,EVANSTON,SA
"EVANSTON GARDENS, SA",5116,EVANSTON GARDENS,SA
"EVANSTON PARK, SA",5116,EVANSTON PARK,SA
"EVANSTON SOUTH, SA",5116,EVANSTON SOUTH,SA
"EVATT, ACT",2617,EVATT,ACT
"EVELEIGH, NSW",2015,EVELEIGH,NSW
"EVELYN, QLD",4888,EVELYN,QLD
"EVELYN DOWNS, SA",5723,EVELYN DOWNS,SA
"MOUNT EVELYN, VIC",3796,MOUNT EVELYN,VIC
"EVERARD CENTRAL, SA",5461,EVERARD CENTRAL,SA
"EVERARD PARK, SA",5035,EVERARD PARK,SA
"EVERGREEN, QLD",4352,EVERGREEN,QLD
"EVERSLEY, VIC",3377,EVERSLEY,VIC
"EVERTON, VIC",3678,EVERTON,VIC
"EVERTON HILLS, QLD",4053,EVERTON HILLS,QLD
"EVERTON PARK, QLD",4053,EVERTON PARK,QLD
"EVERTON UPPER, VIC",3678,EVERTON UPPER,VIC
"EVIRON, NSW",2484,EVIRON,NSW
"EWINGAR, NSW",2469,EWINGAR,NSW
"EWINGSDALE, NSW",2481,EWINGSDALE,NSW
"EWLYAMARTUP, WA",6317,EWLYAMARTUP,WA
"EXETER, NSW",2579,EXETER,NSW
"EXETER, SA",5019,EXETER,SA
"EXETER, TAS",7275,EXETER,TAS
"EXFORD, VIC",3338,EXFORD,VIC
"EXMOUTH, WA",6707,EXMOUTH,WA
"EXMOUTH GULF, WA",6707,EXMOUTH GULF,WA
"EXPORT PARK, SA",5950,EXPORT PARK,SA
"EXTON, TAS",7303,EXTON,TAS
"EYNESBURY, VIC",3338,EYNESBURY,VIC
"EYRE, SA",5121,EYRE,SA
"LAKE EYRE, SA",5733,LAKE EYRE,SA
"FADDEN, ACT",2904,FADDEN,ACT
"FAILFORD, NSW",2430,FAILFORD,NSW
"FAIRBANK, VIC",3951,FAIRBANK,VIC
"FAIRBRIDGE, WA",6208,FAIRBRIDGE,WA
"FAIRDALE, QLD",4606,FAIRDALE,QLD
"FAIRFIELD, NSW",1860,FAIRFIELD,NSW
"FAIRFIELD, NSW",2165,FAIRFIELD,NSW
"FAIRFIELD, VIC",3078,FAIRFIELD,VIC
"FAIRFIELD, QLD",4103,FAIRFIELD,QLD
